,text,tag
171004,NOTE,O
171005,-,O
171006,Liu,B-ORG
171007,Chong,I-ORG
171008,Hing,I-ORG
171009,engages,O
171010,in,O
171011,property,O
171012,development,O
171013,and,O
171014,investment,O
171015,",",O
171016,warehousing,O
171017,",",O
171018,banking,O
171019,and,O
171020,insurance,O
171021,services,O
171022,.,O
171023,--,O
171024,Hong,B-ORG
171025,Kong,I-ORG
171026,Newsroom,I-ORG
171027,(,O
171028,852,O
171029,),O
171030,2843,O
171031,6368,O
171032,Fire,O
171033,bomb,O
171034,hurled,O
171035,at,O
171036,U.S.,B-LOC
171037,consulate,O
171038,in,O
171039,Indonesia,B-LOC
171040,.,O
171041,JAKARTA,B-LOC
171042,1996-08-28,O
171043,A,O
171044,fire,O
171045,bomb,O
171046,was,O
171047,thrown,O
171048,over,O
171049,the,O
171050,fence,O
171051,into,O
171052,the,O
171053,grounds,O
171054,of,O
171055,the,O
171056,U.S.,B-LOC
171057,Consulate-General,O
171058,in,O
171059,Indonesia,B-LOC
171060,'s,O
171061,second,O
171062,largest,O
171063,city,O
171064,of,O
171065,Surabaya,B-LOC
171066,but,O
171067,no,O
171068,one,O
171069,was,O
171070,hurt,O
171071,",",O
171072,a,O
171073,mission,O
171074,official,O
171075,said,O
171076,on,O
171077,Wednesday,O
171078,.,O
171079,Craig,B-PER
171080,Stromme,I-PER
171081,",",O
171082,U.S.,B-LOC
171083,embassy,O
171084,spokesman,O
171085,in,O
171086,Jakarta,B-LOC
171087,",",O
171088,700,O
171089,km,O
171090,(,O
171091,430,O
171092,miles,O
171093,),O
171094,west,O
171095,of,O
171096,Surabaya,B-LOC
171097,",",O
171098,confirmed,O
171099,the,O
171100,Tuesday,O
171101,morning,O
171102,attack,O
171103,.,O
171104,"""",O
171105,Somebody,O
171106,threw,O
171107,a,O
171108,molotov,O
171109,cocktail,O
171110,over,O
171111,the,O
171112,fence,O
171113,and,O
171114,it,O
171115,went,O
171116,into,O
171117,the,O
171118,parking,O
171119,lot,O
171120,.,O
171121,It,O
171122,did,O
171123,n't,O
171124,hit,O
171125,anybody,O
171126,or,O
171127,anything,O
171128,",",O
171129,"""",O
171130,Stromme,B-PER
171131,said,O
171132,.,O
171133,He,O
171134,said,O
171135,there,O
171136,was,O
171137,no,O
171138,immediate,O
171139,explanation,O
171140,for,O
171141,the,O
171142,attack,O
171143,or,O
171144,any,O
171145,information,O
171146,on,O
171147,those,O
171148,responsible,O
171149,.,O
171150,Shanghai,B-LOC
171151,novelist,O
171152,murdered,O
171153,at,O
171154,home,O
171155,.,O
171156,SHANGHAI,B-LOC
171157,1996-08-28,O
171158,A,O
171159,Shanghai,B-LOC
171160,novelist,O
171161,was,O
171162,murdered,O
171163,at,O
171164,her,O
171165,home,O
171166,on,O
171167,Sunday,O
171168,",",O
171169,an,O
171170,official,O
171171,of,O
171172,the,O
171173,city,O
171174,'s,O
171175,Writers,B-ORG
171176,Association,I-ORG
171177,said,O
171178,on,O
171179,Wednesday,O
171180,.,O
171181,The,O
171182,victim,O
171183,was,O
171184,Dai,B-PER
171185,Houying,I-PER
171186,",",O
171187,who,O
171188,wrote,O
171189,about,O
171190,China,B-LOC
171191,'s,O
171192,1966-76,O
171193,leftist,O
171194,Cultural,B-MISC
171195,Revolution,I-MISC
171196,and,O
171197,the,O
171198,lives,O
171199,of,O
171200,Chinese,B-MISC
171201,intellectuals,O
171202,",",O
171203,the,O
171204,official,O
171205,said,O
171206,.,O
171207,The,O
171208,killing,O
171209,was,O
171210,under,O
171211,investigation,O
171212,",",O
171213,she,O
171214,said,O
171215,.,O
171216,She,O
171217,gave,O
171218,no,O
171219,further,O
171220,details,O
171221,.,O
171222,Born,B-LOC
171223,in,O
171224,1937,O
171225,in,O
171226,the,O
171227,central,O
171228,province,O
171229,of,O
171230,Anhui,B-LOC
171231,",",O
171232,Dai,B-PER
171233,came,O
171234,to,O
171235,Shanghai,B-LOC
171236,as,O
171237,a,O
171238,student,O
171239,and,O
171240,remained,O
171241,in,O
171242,the,O
171243,city,O
171244,as,O
171245,a,O
171246,prolific,O
171247,author,O
171248,and,O
171249,teacher,O
171250,of,O
171251,Chinese,B-MISC
171252,.,O
171253,She,O
171254,was,O
171255,divorced,O
171256,and,O
171257,lived,O
171258,alone,O
171259,",",O
171260,leaving,O
171261,one,O
171262,daughter,O
171263,who,O
171264,received,O
171265,university,O
171266,education,O
171267,in,O
171268,Hawaii,B-LOC
171269,and,O
171270,lives,O
171271,in,O
171272,Chicago,B-LOC
171273,",",O
171274,a,O
171275,friend,O
171276,said,O
171277,.,O
171278,Dai,B-PER
171279,'s,O
171280,most,O
171281,famous,O
171282,book,O
171283,",",O
171284,"""",O
171285,Ren,B-MISC
171286,A,I-MISC
171287,Ren,I-MISC
171288,"""",O
171289,(,O
171290,People,B-MISC
171291,",",I-MISC
171292,People,I-MISC
171293,),O
171294,",",O
171295,was,O
171296,translated,O
171297,into,O
171298,German,B-MISC
171299,and,O
171300,English,B-MISC
171301,",",O
171302,he,O
171303,said,O
171304,.,O
171305,Hwa,B-PER
171306,Kay,I-PER
171307,plunges,O
171308,on,O
171309,rights,O
171310,issue,O
171311,",",O
171312,earnings,O
171313,.,O
171314,HONG,B-LOC
171315,KONG,I-LOC
171316,1996-08-28,O
171317,Shares,O
171318,of,O
171319,Hwa,B-ORG
171320,Kay,I-ORG
171321,Thai,I-ORG
171322,Holdings,I-ORG
171323,Ltd,I-ORG
171324,plunged,O
171325,to,O
171326,an,O
171327,all-time,O
171328,low,O
171329,after,O
171330,the,O
171331,company,O
171332,announced,O
171333,a,O
171334,rights,O
171335,issue,O
171336,plan,O
171337,and,O
171338,also,O
171339,reported,O
171340,a,O
171341,sharp,O
171342,fall,O
171343,in,O
171344,earnings,O
171345,",",O
171346,brokers,O
171347,said,O
171348,.,O
171349,The,O
171350,stock,O
171351,fell,O
171352,HK$,B-MISC
171353,0.23,O
171354,",",O
171355,or,O
171356,30.26,O
171357,percent,O
171358,",",O
171359,to,O
171360,an,O
171361,all-time,O
171362,low,O
171363,of,O
171364,HK$,B-MISC
171365,0.53,O
171366,.,O
171367,"""",O
171368,Investors,O
171369,unloaded,O
171370,their,O
171371,shares,O
171372,due,O
171373,to,O
171374,the,O
171375,poor,O
171376,earnings,O
171377,outlook,O
171378,following,O
171379,a,O
171380,sharp,O
171381,profit,O
171382,decline,O
171383,.,O
171384,The,O
171385,rights,O
171386,issue,O
171387,also,O
171388,prompted,O
171389,dilution,O
171390,fears,O
171391,",",O
171392,"""",O
171393,said,O
171394,a,O
171395,dealing,O
171396,director,O
171397,at,O
171398,a,O
171399,local,O
171400,brokerage,O
171401,.,O
171402,Japan,B-LOC
171403,July,O
171404,refined,O
171405,zinc,O
171406,imports,O
171407,off,O
171408,47.5,O
171409,pct,O
171410,yr,O
171411,/,O
171412,yr,O
171413,.,O
171414,TOKYO,B-LOC
171415,1996-08-28,O
171416,Japan,B-LOC
171417,'s,O
171418,refined,O
171419,zinc,O
171420,imports,O
171421,in,O
171422,July,O
171423,totalled,O
171424,"3,684",O
171425,tonnes,O
171426,",",O
171427,off,O
171428,47.5,O
171429,percent,O
171430,from,O
171431,"7,011",O
171432,tonnes,O
171433,in,O
171434,the,O
171435,same,O
171436,month,O
171437,a,O
171438,year,O
171439,earlier,O
171440,",",O
171441,according,O
171442,to,O
171443,Ministry,B-ORG
171444,of,I-ORG
171445,Finance,I-ORG
171446,data,O
171447,released,O
171448,on,O
171449,Wednesday,O
171450,.,O
171451,Figures,O
171452,were,O
171453,as,O
171454,follows,O
171455,(,O
171456,in,O
171457,tonnes,O
171458,),O
171459,:,O
171460,July,O
171461,96,O
171462,June,O
171463,96,O
171464,July,O
171465,95,O
171466,Total,O
171467,"3,684",O
171468,"3,292",O
171469,"7,011",O
171470,Major,O
171471,suppliers,O
171472,:,O
171473,China,B-LOC
171474,961,O
171475,"1,683",O
171476,"5,539",O
171477,Refined,O
171478,zinc,O
171479,imports,O
171480,in,O
171481,the,O
171482,first,O
171483,seven,O
171484,months,O
171485,of,O
171486,1996,O
171487,totalled,O
171488,"115,941",O
171489,tonnes,O
171490,",",O
171491,up,O
171492,38.4,O
171493,percent,O
171494,from,O
171495,"83,801",O
171496,tonnes,O
171497,in,O
171498,the,O
171499,year-ago,O
171500,period,O
171501,.,O
171502,--,O
171503,Tokyo,B-ORG
171504,Commodities,I-ORG
171505,Desk,I-ORG
171506,(,O
171507,813,O
171508,3432,O
171509,6179,O
171510,),O
171511,PRESS,O
171512,DIGEST,O
171513,-,O
171514,HK,B-LOC
171515,newspaper,O
171516,editorials,O
171517,-,O
171518,Aug,O
171519,28,O
171520,.,O
171521,HONG,B-LOC
171522,KONG,I-LOC
171523,1996-08-28,O
171524,With,O
171525,307,O
171526,days,O
171527,to,O
171528,go,O
171529,before,O
171530,the,O
171531,British,B-MISC
171532,colony,O
171533,reverts,O
171534,to,O
171535,China,B-LOC
171536,",",O
171537,the,O
171538,Hong,B-LOC
171539,Kong,I-LOC
171540,media,O
171541,focused,O
171542,mainly,O
171543,on,O
171544,domestic,O
171545,issues,O
171546,concerning,O
171547,alleged,O
171548,pressure,O
171549,on,O
171550,a,O
171551,judge,O
171552,",",O
171553,cross,O
171554,straights,O
171555,relations,O
171556,and,O
171557,the,O
171558,democratic,O
171559,lobby,O
171560,'s,O
171561,relationship,O
171562,with,O
171563,Beijing,B-LOC
171564,.,O
171565,The,O
171566,Beijing-funded,B-MISC
171567,WEN,B-ORG
171568,WEI,I-ORG
171569,PO,I-ORG
171570,said,O
171571,Taiwan,B-LOC
171572,'s,O
171573,government,O
171574,could,O
171575,not,O
171576,hope,O
171577,to,O
171578,stem,O
171579,the,O
171580,island,O
171581,'s,O
171582,economic,O
171583,and,O
171584,trade,O
171585,exchanges,O
171586,with,O
171587,China,B-LOC
171588,.,O
171589,The,O
171590,paper,O
171591,said,O
171592,that,O
171593,using,O
171594,administrative,O
171595,power,O
171596,to,O
171597,limit,O
171598,economic,O
171599,activities,O
171600,across,O
171601,the,O
171602,Taiwan,B-LOC
171603,strait,O
171604,would,O
171605,not,O
171606,work,O
171607,.,O
171608,MING,B-ORG
171609,PAO,I-ORG
171610,DAILY,I-ORG
171611,NEWS,I-ORG
171612,said,O
171613,it,O
171614,hoped,O
171615,Chinese,B-MISC
171616,officials,O
171617,would,O
171618,soon,O
171619,open,O
171620,dialogue,O
171621,with,O
171622,Hong,B-LOC
171623,Kong,I-LOC
171624,'s,O
171625,Democratic,B-ORG
171626,Party,I-ORG
171627,and,O
171628,the,O
171629,newly-established,O
171630,democracy,O
171631,lobby,O
171632,",",O
171633,Frontier,B-ORG
171634,",",O
171635,in,O
171636,order,O
171637,to,O
171638,ease,O
171639,anxieties,O
171640,in,O
171641,the,O
171642,lead-up,O
171643,to,O
171644,the,O
171645,handover,O
171646,.,O
171647,The,O
171648,English,B-MISC
171649,language,O
171650,SOUTH,B-ORG
171651,CHINA,I-ORG
171652,MORNING,I-ORG
171653,POST,I-ORG
171654,said,O
171655,the,O
171656,judiciary,O
171657,needed,O
171658,to,O
171659,take,O
171660,swift,O
171661,and,O
171662,decisive,O
171663,action,O
171664,in,O
171665,investigating,O
171666,the,O
171667,allegations,O
171668,that,O
171669,a,O
171670,judge,O
171671,had,O
171672,been,O
171673,subjected,O
171674,to,O
171675,pressure,O
171676,in,O
171677,a,O
171678,New,B-LOC
171679,Zealand,I-LOC
171680,immigration,O
171681,case,O
171682,involving,O
171683,allegations,O
171684,of,O
171685,fraud,O
171686,.,O
171687,The,O
171688,independence,O
171689,of,O
171690,the,O
171691,judiciary,O
171692,and,O
171693,the,O
171694,rule,O
171695,of,O
171696,law,O
171697,were,O
171698,of,O
171699,paramount,O
171700,importance,O
171701,to,O
171702,Hong,B-LOC
171703,Kong,I-LOC
171704,'s,O
171705,survival,O
171706,as,O
171707,a,O
171708,business,O
171709,centre,O
171710,.,O
171711,The,O
171712,Chinese,B-MISC
171713,language,O
171714,daily,O
171715,HONG,B-ORG
171716,KONG,I-ORG
171717,ECONOMIC,I-ORG
171718,TIMES,I-ORG
171719,said,O
171720,the,O
171721,Legal,B-ORG
171722,Department,I-ORG
171723,had,O
171724,been,O
171725,indecisive,O
171726,in,O
171727,its,O
171728,handling,O
171729,of,O
171730,the,O
171731,judge,O
171732,'s,O
171733,case,O
171734,.,O
171735,Such,O
171736,hesitancy,O
171737,on,O
171738,the,O
171739,part,O
171740,of,O
171741,the,O
171742,government,O
171743,had,O
171744,damaged,O
171745,public,O
171746,confidence,O
171747,in,O
171748,the,O
171749,rule,O
171750,of,O
171751,law,O
171752,",",O
171753,the,O
171754,paper,O
171755,said,O
171756,.,O
171757,--,O
171758,Hong,B-LOC
171759,Kong,I-LOC
171760,newsroom,O
171761,(,O
171762,852,O
171763,),O
171764,2843,O
171765,6441,O
171766,Palestinian,B-ORG
171767,Authority,I-ORG
171768,frees,O
171769,rights,O
171770,activist,O
171771,.,O
171772,GAZA,B-LOC
171773,1996-08-28,O
171774,A,O
171775,human,O
171776,rights,O
171777,activist,O
171778,said,O
171779,on,O
171780,Wednesday,O
171781,he,O
171782,had,O
171783,been,O
171784,released,O
171785,after,O
171786,more,O
171787,than,O
171788,two,O
171789,weeks,O
171790,in,O
171791,detention,O
171792,that,O
171793,followed,O
171794,his,O
171795,call,O
171796,for,O
171797,an,O
171798,inquiry,O
171799,into,O
171800,the,O
171801,death,O
171802,of,O
171803,a,O
171804,Gaza,B-LOC
171805,man,O
171806,interrogated,O
171807,by,O
171808,Palestinian,B-MISC
171809,police,O
171810,.,O
171811,Mohammad,B-PER
171812,Dahman,I-PER
171813,",",O
171814,director,O
171815,of,O
171816,the,O
171817,Gaza-based,B-MISC
171818,Addameer,B-ORG
171819,Prisoners,I-ORG
171820,Support,I-ORG
171821,Association,I-ORG
171822,",",O
171823,said,O
171824,he,O
171825,was,O
171826,freed,O
171827,on,O
171828,Tuesday,O
171829,without,O
171830,being,O
171831,charged,O
171832,.,O
171833,Palestinian,B-MISC
171834,Attorney-General,O
171835,Khaled,B-PER
171836,al-Qidra,I-PER
171837,was,O
171838,not,O
171839,immediately,O
171840,available,O
171841,to,O
171842,comment,O
171843,.,O
171844,Qidra,B-PER
171845,had,O
171846,said,O
171847,Dahman,B-PER
171848,was,O
171849,arrested,O
171850,on,O
171851,suspicion,O
171852,of,O
171853,making,O
171854,a,O
171855,false,O
171856,statement,O
171857,.,O
171858,The,O
171859,activist,O
171860,was,O
171861,detained,O
171862,by,O
171863,Palestinian,B-MISC
171864,intelligence,O
171865,service,O
171866,agents,O
171867,on,O
171868,August,O
171869,12,O
171870,after,O
171871,publishing,O
171872,a,O
171873,statement,O
171874,demanding,O
171875,an,O
171876,investigation,O
171877,into,O
171878,the,O
171879,death,O
171880,of,O
171881,a,O
171882,Gaza,B-LOC
171883,man,O
171884,who,O
171885,had,O
171886,been,O
171887,questioned,O
171888,by,O
171889,Palestinian,B-MISC
171890,authorities,O
171891,.,O
171892,The,O
171893,Palestinian,B-ORG
171894,Authority,I-ORG
171895,said,O
171896,the,O
171897,dead,O
171898,man,O
171899,",",O
171900,Nahed,B-PER
171901,Dahlan,I-PER
171902,",",O
171903,had,O
171904,committed,O
171905,suicide,O
171906,.,O
171907,Human,O
171908,rights,O
171909,groups,O
171910,had,O
171911,protested,O
171912,about,O
171913,Dahman,B-PER
171914,'s,O
171915,arrest,O
171916,in,O
171917,letters,O
171918,to,O
171919,Palestinian,B-MISC
171920,President,O
171921,Yasser,B-PER
171922,Arafat,I-PER
171923,and,O
171924,to,O
171925,Qidra,B-PER
171926,.,O
171927,PRESS,O
171928,DIGEST,O
171929,-,O
171930,Spain,B-LOC
171931,-,O
171932,Aug,O
171933,28,O
171934,.,O
171935,Headlines,O
171936,from,O
171937,major,O
171938,national,O
171939,newspapers,O
171940,.,O
171941,Reuters,B-ORG
171942,has,O
171943,not,O
171944,verified,O
171945,these,O
171946,stories,O
171947,and,O
171948,does,O
171949,not,O
171950,vouch,O
171951,for,O
171952,their,O
171953,accuracy,O
171954,.,O
171955,EL,B-ORG
171956,PAIS,I-ORG
171957,-,O
171958,Work,O
171959,groups,O
171960,and,O
171961,weekend,O
171962,arrest,O
171963,to,O
171964,quell,O
171965,juvenile,O
171966,violence,O
171967,in,O
171968,Basque,B-LOC
171969,Country,I-LOC
171970,EL,B-ORG
171971,MUNDO,I-ORG
171972,-,O
171973,Aleix,B-PER
171974,Vidal-Quadras,I-PER
171975,-,O
171976,Catalan,B-MISC
171977,nationalists,O
171978,are,O
171979,demanding,O
171980,my,O
171981,defenestration,O
171982,DIARIO,B-ORG
171983,16,I-ORG
171984,-,O
171985,Catalan,B-MISC
171986,nationalists,O
171987,say,O
171988,the,O
171989,1997,O
171990,budget,O
171991,will,O
171992,make,O
171993,Spaniards,O
171994,sweat,O
171995,ABC,B-ORG
171996,-,O
171997,Worldwide,O
171998,alarm,O
171999,over,O
172000,child,O
172001,prostitution,O
172002,CINCO,B-ORG
172003,DIAS,I-ORG
172004,-,O
172005,Banco,B-ORG
172006,Santander,I-ORG
172007,starts,O
172008,conquest,O
172009,of,O
172010,the,O
172011,east,O
172012,.,O
172013,EXPANSION,B-ORG
172014,-,O
172015,Government,O
172016,will,O
172017,finish,O
172018,pension,O
172019,reform,O
172020,before,O
172021,the,O
172022,year,O
172023,2000,O
172024,GACETA,B-ORG
172025,DE,I-ORG
172026,LOS,I-ORG
172027,NEGOCIOS,I-ORG
172028,-,O
172029,Caja,B-ORG
172030,de,I-ORG
172031,Madrid,I-ORG
172032,stagnates,O
172033,during,O
172034,struggle,O
172035,for,O
172036,presidency,O
172037,Iran,B-LOC
172038,asks,O
172039,Bonn,B-LOC
172040,to,O
172041,extradite,O
172042,ex-president,O
172043,Banisadr,B-PER
172044,.,O
172045,BONN,B-LOC
172046,1996-08-28,O
172047,Iran,B-LOC
172048,has,O
172049,asked,O
172050,Germany,B-LOC
172051,to,O
172052,extradite,O
172053,its,O
172054,former,O
172055,president,O
172056,Abolhassan,B-PER
172057,Banisadr,I-PER
172058,for,O
172059,alleged,O
172060,hijacking,O
172061,",",O
172062,an,O
172063,Iranian,B-MISC
172064,embassy,O
172065,spokesman,O
172066,said,O
172067,on,O
172068,Wednesday,O
172069,.,O
172070,Banisadr,B-PER
172071,angered,O
172072,Tehran,B-LOC
172073,last,O
172074,week,O
172075,by,O
172076,accusing,O
172077,top,O
172078,Iranian,B-MISC
172079,leaders,O
172080,of,O
172081,ordering,O
172082,the,O
172083,assassination,O
172084,of,O
172085,Iranian,B-MISC
172086,Kurdish,I-MISC
172087,leaders,O
172088,in,O
172089,a,O
172090,Berlin,B-LOC
172091,restaurant,O
172092,in,O
172093,1992,O
172094,.,O
172095,He,O
172096,made,O
172097,the,O
172098,allegations,O
172099,at,O
172100,the,O
172101,trial,O
172102,of,O
172103,an,O
172104,Iranian,B-MISC
172105,and,O
172106,four,O
172107,Lebanese,B-MISC
172108,accused,O
172109,of,O
172110,carrying,O
172111,out,O
172112,the,O
172113,attack,O
172114,.,O
172115,An,O
172116,Iranian,B-MISC
172117,embassy,O
172118,spokesman,O
172119,said,O
172120,in,O
172121,response,O
172122,to,O
172123,an,O
172124,inquiry,O
172125,that,O
172126,Iran,B-LOC
172127,had,O
172128,formally,O
172129,requested,O
172130,Banisadr,B-PER
172131,'s,O
172132,extradition,O
172133,for,O
172134,hijacking,O
172135,the,O
172136,military,O
172137,aircraft,O
172138,which,O
172139,he,O
172140,commandeered,O
172141,to,O
172142,flee,O
172143,Iran,B-LOC
172144,in,O
172145,July,O
172146,1981,O
172147,.,O
172148,"""",O
172149,We,O
172150,submitted,O
172151,the,O
172152,request,O
172153,three,O
172154,or,O
172155,four,O
172156,days,O
172157,ago,O
172158,",",O
172159,"""",O
172160,he,O
172161,said,O
172162,.,O
172163,German,B-MISC
172164,authorities,O
172165,could,O
172166,not,O
172167,immediately,O
172168,be,O
172169,reached,O
172170,for,O
172171,comment,O
172172,.,O
172173,Banisadr,B-PER
172174,lives,O
172175,under,O
172176,round-the-clock,O
172177,security,O
172178,in,O
172179,France,B-LOC
172180,",",O
172181,fearing,O
172182,Tehran,B-LOC
172183,could,O
172184,make,O
172185,an,O
172186,attempt,O
172187,on,O
172188,his,O
172189,life,O
172190,.,O
172191,He,O
172192,is,O
172193,due,O
172194,back,O
172195,in,O
172196,Berlin,B-LOC
172197,on,O
172198,September,O
172199,5,O
172200,to,O
172201,continue,O
172202,his,O
172203,testimony,O
172204,",",O
172205,which,O
172206,has,O
172207,backed,O
172208,up,O
172209,German,B-MISC
172210,prosecutors,O
172211,',O
172212,allegations,O
172213,that,O
172214,Tehran,B-LOC
172215,ordered,O
172216,the,O
172217,attack,O
172218,on,O
172219,the,O
172220,exiled,O
172221,leaders,O
172222,.,O
172223,Three,O
172224,dissidents,O
172225,and,O
172226,their,O
172227,translator,O
172228,were,O
172229,killed,O
172230,in,O
172231,the,O
172232,gangland-style,O
172233,machinegun,O
172234,attack,O
172235,.,O
172236,Iran,B-LOC
172237,has,O
172238,warned,O
172239,Germany,B-LOC
172240,that,O
172241,bilateral,O
172242,relations,O
172243,could,O
172244,suffer,O
172245,if,O
172246,it,O
172247,pays,O
172248,heed,O
172249,to,O
172250,the,O
172251,testimony,O
172252,of,O
172253,Banisadr,B-PER
172254,",",O
172255,an,O
172256,architect,O
172257,of,O
172258,Iran,B-LOC
172259,'s,O
172260,Islamic,B-MISC
172261,revolution,O
172262,who,O
172263,has,O
172264,been,O
172265,a,O
172266,sworn,O
172267,enemy,O
172268,of,O
172269,Tehran,B-LOC
172270,since,O
172271,he,O
172272,fell,O
172273,from,O
172274,favour,O
172275,after,O
172276,a,O
172277,year,O
172278,as,O
172279,president,O
172280,.,O
172281,NATO,B-ORG
172282,military,O
172283,chiefs,O
172284,to,O
172285,visit,O
172286,Iberia,B-ORG
172287,.,O
172288,BRUSSELS,B-LOC
172289,1996-08-28,O
172290,Top,O
172291,military,O
172292,officials,O
172293,from,O
172294,North,B-ORG
172295,Atlantic,I-ORG
172296,Treaty,I-ORG
172297,Organisation,I-ORG
172298,countries,O
172299,will,O
172300,tour,O
172301,Spain,B-LOC
172302,and,O
172303,Portugal,B-LOC
172304,next,O
172305,month,O
172306,for,O
172307,their,O
172308,annual,O
172309,inspection,O
172310,of,O
172311,alliance,O
172312,country,O
172313,installations,O
172314,and,O
172315,forces,O
172316,.,O
172317,NATO,B-ORG
172318,said,O
172319,in,O
172320,a,O
172321,statement,O
172322,received,O
172323,on,O
172324,Wednesday,O
172325,that,O
172326,its,O
172327,military,O
172328,committee,O
172329,would,O
172330,visit,O
172331,the,O
172332,two,O
172333,countries,O
172334,between,O
172335,September,O
172336,8,O
172337,and,O
172338,13,O
172339,.,O
172340,The,O
172341,committee,O
172342,consists,O
172343,of,O
172344,the,O
172345,chiefs,O
172346,of,O
172347,defence,O
172348,staff,O
172349,of,O
172350,each,O
172351,alliance,O
172352,country,O
172353,except,O
172354,Iceland,B-LOC
172355,",",O
172356,which,O
172357,has,O
172358,no,O
172359,armed,O
172360,forces,O
172361,.,O
172362,NATO,B-ORG
172363,'s,O
172364,top,O
172365,military,O
172366,men,O
172367,--,O
172368,General,O
172369,George,B-PER
172370,Joulwan,I-PER
172371,",",O
172372,Supreme,O
172373,Allied,O
172374,Commander,O
172375,Europe,B-LOC
172376,",",O
172377,and,O
172378,General,O
172379,John,B-PER
172380,Sheehan,I-PER
172381,",",O
172382,Supreme,O
172383,Allied,O
172384,Commander,O
172385,Atlantic,B-LOC
172386,--,O
172387,will,O
172388,also,O
172389,attend,O
172390,.,O
172391,The,O
172392,committee,O
172393,'s,O
172394,last,O
172395,tour,O
172396,was,O
172397,in,O
172398,September,O
172399,1995,O
172400,in,O
172401,Belgium,B-LOC
172402,",",O
172403,Luxembourg,B-LOC
172404,and,O
172405,the,O
172406,Netherlands,B-LOC
172407,.,O
172408,REUTER,B-PER
172409,ISS,B-ORG
172410,says,O
172411,agreed,O
172412,sale,O
172413,of,O
172414,U.S.,B-LOC
172415,unit,O
172416,.,O
172417,COPENHAGEN,B-LOC
172418,1996-08-28,O
172419,Danish,B-MISC
172420,cleaning,O
172421,group,O
172422,ISS,B-ORG
172423,on,O
172424,Wednesday,O
172425,said,O
172426,it,O
172427,had,O
172428,signed,O
172429,a,O
172430,letter,O
172431,of,O
172432,intent,O
172433,to,O
172434,sell,O
172435,its,O
172436,troubled,O
172437,U.S,B-LOC
172438,unit,O
172439,ISS,B-ORG
172440,Inc,I-ORG
172441,to,O
172442,Canadian,B-MISC
172443,firm,O
172444,Aaxis,B-ORG
172445,Limited,I-ORG
172446,.,O
172447,An,O
172448,ISS,B-ORG
172449,statement,O
172450,said,O
172451,that,O
172452,Aaxis,B-ORG
172453,",",O
172454,with,O
172455,year-end,O
172456,1996,O
172457,assets,O
172458,of,O
172459,US$,B-MISC
172460,10.9,O
172461,million,O
172462,and,O
172463,equity,O
172464,of,O
172465,$,O
172466,10.5,O
172467,million,O
172468,",",O
172469,would,O
172470,be,O
172471,listed,O
172472,on,O
172473,the,O
172474,Montreal,B-LOC
172475,stock,O
172476,exchange,O
172477,",",O
172478,but,O
172479,did,O
172480,not,O
172481,say,O
172482,when,O
172483,.,O
172484,It,O
172485,said,O
172486,that,O
172487,under,O
172488,the,O
172489,sale,O
172490,agreement,O
172491,",",O
172492,full,O
172493,financial,O
172494,details,O
172495,of,O
172496,which,O
172497,were,O
172498,not,O
172499,revealed,O
172500,",",O
172501,ISS,B-ORG
172502,would,O
172503,acquire,O
172504,a,O
172505,25,O
172506,percent,O
172507,stake,O
172508,in,O
172509,Aaxis,B-ORG
172510,which,O
172511,would,O
172512,become,O
172513,an,O
172514,associated,O
172515,company,O
172516,within,O
172517,the,O
172518,ISS,B-ORG
172519,group,O
172520,trading,O
172521,under,O
172522,the,O
172523,ISS,B-ORG
172524,name,O
172525,and,O
172526,logo,O
172527,.,O
172528,ISS,B-ORG
172529,Inc,I-ORG
172530,senior,O
172531,management,O
172532,would,O
172533,continue,O
172534,to,O
172535,run,O
172536,the,O
172537,business,O
172538,under,O
172539,the,O
172540,new,O
172541,owners,O
172542,",",O
172543,it,O
172544,said,O
172545,.,O
172546,Danish,B-MISC
172547,analysts,O
172548,recently,O
172549,estimated,O
172550,ISS,B-ORG
172551,Inc,I-ORG
172552,'s,O
172553,sale,O
172554,value,O
172555,at,O
172556,up,O
172557,to,O
172558,$,O
172559,118,O
172560,million,O
172561,.,O
172562,ISS,B-ORG
172563,said,O
172564,that,O
172565,the,O
172566,deal,O
172567,included,O
172568,ISS,B-ORG
172569,Inc,I-ORG
172570,operations,O
172571,in,O
172572,Mexico,B-LOC
172573,and,O
172574,the,O
172575,sale,O
172576,of,O
172577,ISS,B-ORG
172578,Inc,I-ORG
172579,interests,O
172580,in,O
172581,Brazil,B-LOC
172582,would,O
172583,be,O
172584,discussed,O
172585,.,O
172586,On,O
172587,August,O
172588,15,O
172589,",",O
172590,ISS,B-ORG
172591,published,O
172592,first,O
172593,half,O
172594,1996,O
172595,results,O
172596,showing,O
172597,a,O
172598,two,O
172599,billion,O
172600,crown,O
172601,loss,O
172602,caused,O
172603,by,O
172604,falsified,O
172605,accounts,O
172606,in,O
172607,ISS,B-ORG
172608,Inc,I-ORG
172609,and,O
172610,said,O
172611,that,O
172612,charges,O
172613,and,O
172614,provisions,O
172615,earlier,O
172616,estimated,O
172617,at,O
172618,$,O
172619,100,O
172620,million,O
172621,would,O
172622,have,O
172623,to,O
172624,be,O
172625,increased,O
172626,to,O
172627,$,O
172628,146,O
172629,million,O
172630,.,O
172631,It,O
172632,also,O
172633,wrote,O
172634,down,O
172635,all,O
172636,ISS,B-ORG
172637,Inc,I-ORG
